Cluster_Name	Kingdom	Phylum	Class	Order	Family	Genus	Species	Genome_Information	FinalGCFs	NCBI_Accession
1991_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020500285.1
1993_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020500295.1
1997_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020500305.1
1998_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020500355.1
2005_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020500365.1
2007_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020500385.1
2011_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020500395.1
2014_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020500445.1
2019_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020500455.1
2023_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020500465.1
2024_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020500475.1
2029_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020500485.1
2032_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020500535.1
2036_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020500545.1
2041_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020500555.1
2045_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020500565.1
2047_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020500595.1
2050_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020500605.1
2054_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020500645.1
2057_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020500655.1
2064_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020500685.1
2066_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020500695.1
2069_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020500705.1
2072_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020500765.1
2078_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020500775.1
2081_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020500785.1
2084_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020500805.1
2087_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020500815.1
2092_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020500845.1
2095_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020500865.1
2096_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020500875.1
2101_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020500905.1
2104_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020500935.1
2109_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020500945.1
2111_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020500965.1
2113_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020500975.1
2117_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020500995.1
2122_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020501005.1
2127_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020501045.1
2129_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020501075.1
2134_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020501095.1
2138_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020501105.1
2141_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020501115.1
2145_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020501135.1
2149_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020501145.1
2152_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020501175.1
2157_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020501185.1
2160_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020501235.1
2162_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020501245.1
2164_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020501255.1
2169_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020501265.1
2174_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020501325.1
2178_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020501335.1
2179_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020501345.1
2184_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020501355.1
2186_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020501375.1
2192_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020501405.1
2193_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020501425.1
2197_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020501445.1
2200_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020501465.1
2205_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020501475.1
2209_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020501495.1
2212_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020501535.1
2217_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020501545.1
2220_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020501555.1
2224_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020501575.1
2227_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020501605.1
2228_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020501615.1
2233_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020501635.1
2238_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020501645.1
2240_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020501695.1
2245_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020501705.1
2251_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020501715.1
2255_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020501735.1
2257_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020501765.1
2259_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020501785.1
2265_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020501805.1
2267_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020501815.1
2273_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020501875.1
2279_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020501885.1
2283_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020501895.1
2284_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020501905.1
2288_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020501935.1
2291_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020501985.1
2295_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020501995.1
2298_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020502005.1
2302_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020502025.1
2304_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020502035.1
2307_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020502045.1
2311_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020502095.1
2313_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020502105.1
2317_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020502115.1
2321_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020502125.1
2327_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020502165.1
2330_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020502185.1
2331_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020502215.1
2334_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020502225.1
2339_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020502235.1
2341_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020502245.1
2347_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020502325.1
2350_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020502335.1
2352_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020502365.1
2358_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020502375.1
2359_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020502385.1
2365_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020502425.1
2367_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020502435.1
2373_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020502455.1
2376_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020502485.1
2381_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020502495.1
2383_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020502525.1
2390_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020502545.1
2391_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020502575.1
2397_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020502595.1
2399_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020502605.1
2406_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020502615.1
2407_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020502625.1
2412_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020502675.1
2416_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020502695.1
2418_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020502705.1
2423_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020502715.1
2426_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020502725.1
2431_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020502875.1
2434_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020502985.1
2438_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020502995.1
2443_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020503015.1
2447_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020503055.1
2448_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020503065.1
2452_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020503085.1
2455_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020503095.1
2458_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020503105.1
2462_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020503165.1
2468_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020503175.1
2471_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020503185.1
2474_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020503195.1
2476_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020503205.1
2481_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020503245.1
2486_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020503265.1
2488_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020503275.1
2494_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020503295.1
2497_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020503305.1
2500_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020503345.1
2503_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020503365.1
2507_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020503375.1
2509_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020503395.1
2513_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020503435.1
2517_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020503445.1
2518_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020503455.1
2522_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020503465.1
2526_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020503515.1
2528_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020503535.1
2533_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020503545.1
2538_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020503555.1
2541_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020503565.1
2546_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020503595.1
2549_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020503635.1
2553_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020503645.1
2557_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020503665.1
2560_Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Aspergillus_fumigatus	crm*	GCA_020503705.1
